ambito_nombre,embalse_nombre,mes,2020,2021,media_5,media_10
Cuenca Mediterránea Andaluza,Guadarranque,12,29.54444444444444,32.3875,46.591499999999996,56.4898
Cuenca Mediterránea Andaluza,Limonero,1,50.376666666666665,51.7025,49.68,44.92
Cuenca Mediterránea Andaluza,Limonero,2,53.03,52.27,52.044500000000006,45.922250000000005
Cuenca Mediterránea Andaluza,Limonero,3,53.333333333333336,52.725,57.0475,48.92375
Cuenca Mediterránea Andaluza,Limonero,4,58.715,56.2525,60.68300000000001,51.8615
Cuenca Mediterránea Andaluza,Limonero,5,58.68090909090909,55.847142857142856,60.548,50.574
Cuenca Mediterránea Andaluza,Limonero,6,58.64,54.55,58.912,49.556
Cuenca Mediterránea Andaluza,Limonero,7,59.095,54.55,57.8655,48.29275
Cuenca Mediterránea Andaluza,Limonero,8,56.56777777777778,52.73,55.547000000000004,45.7735
Cuenca Mediterránea Andaluza,Limonero,9,55.050000000000004,50.0,54.54600000000001,44.673
Cuenca Mediterránea Andaluza,Limonero,10,53.9775,50.0,54.137,43.95375
Cuenca Mediterránea Andaluza,Limonero,11,52.02222222222222,50.0,51.363,43.5269
Cuenca Mediterránea Andaluza,Limonero,12,51.01111111111111,46.587500000000006,51.1355,44.576750000000004
Cuenca Mediterránea Andaluza,Rules,1,70.87333333333333,63.402499999999996,67.964,70.036
Cuenca Mediterránea Andaluza,Rules,2,71.245,63.1725,69.00899999999999,71.126
Cuenca Mediterránea Andaluza,Rules,3,70.932,63.424,73.6942,74.6528
Cuenca Mediterránea Andaluza,Rules,4,74.70083333333334,68.91875,79.0095,77.98645
Cuenca Mediterránea Andaluza,Rules,5,82.06454545454545,78.37857142857142,84.928,82.68435
Cuenca Mediterránea Andaluza,Rules,6,88.56,89.91,86.9105,84.61725
Cuenca Mediterránea Andaluza,Rules,7,85.2475,87.16499999999999,85.50489999999999,82.83345
Cuenca Mediterránea Andaluza,Rules,8,80.48,81.62,81.17,78.3145
Cuenca Mediterránea Andaluza,Rules,9,73.27222222222223,73.1975,75.97290000000001,73.18005
Cuenca Mediterránea Andaluza,Rules,10,67.9075,67.57,71.703,68.7428
Cuenca Mediterránea Andaluza,Rules,11,63.361111111111114,62.339999999999996,68.324,67.75174999999999
Cuenca Mediterránea Andaluza,Rules,12,62.763333333333335,58.785,67.5582,67.3555
Cuenca Mediterránea Andaluza,"Viñuela, La",1,25.455,22.95375,32.951800000000006,54.65165
Cuenca Mediterránea Andaluza,"Viñuela, La",2,26.81833333333333,23.5625,34.1815,55.151250000000005
Cuenca Mediterránea Andaluza,"Viñuela, La",3,26.99133333333333,24.002,37.291,56.5874
Cuenca Mediterránea Andaluza,"Viñuela, La",4,29.39333333333333,24.46875,39.81699999999999,57.7504
Cuenca Mediterránea Andaluza,"Viñuela, La",5,31.186363636363634,25.80142857142857,40.303700000000006,57.6734
Cuenca Mediterránea Andaluza,"Viñuela, La",6,35.273,31.274,38.7457,56.01220000000001
Cuenca Mediterránea Andaluza,"Viñuela, La",7,32.7275,28.7875,36.1821,53.291149999999995
Cuenca Mediterránea Andaluza,"Viñuela, La",8,29.224444444444444,25.574,33.0781,50.1118
Cuenca Mediterránea Andaluza,"Viñuela, La",9,27.273333333333333,22.7275,30.394,47.4063
Cuenca Mediterránea Andaluza,"Viñuela, La",10,24.39375,20.6075,28.278700000000004,45.4696
Cuenca Mediterránea Andaluza,"Viñuela, La",11,22.35666666666667,18.786,27.8187,46.02785
Cuenca Mediterránea Andaluza,"Viñuela, La",12,22.558888888888887,17.1225,28.3267,47.2091
Cuencas Internas de Cataluña,Boadella,1,57.37583333333333,60.04,60.5731,64.94295
Cuencas Internas de Cataluña,Boadella,2,68.8525,59.834999999999994,70.737,69.7955
Cuencas Internas de Cataluña,Boadella,3,71.91466666666666,65.083,75.1312,76.2135
Cuencas Internas de Cataluña,Boadella,4,79.37083333333332,74.17999999999999,78.2969,80.91865
Cuencas Internas de Cataluña,Boadella,5,83.30818181818182,76.8157142857143,82.0844,83.1568
Cuencas Internas de Cataluña,Boadella,6,87.213,79.674,81.4432,81.2788
Cuencas Internas de Cataluña,Boadella,7,76.02499999999999,63.525,69.5574,68.68039999999999
